"","share","group","subject","period","quantity"
"845",0.1,5,29,5,7.5
"846",0.1,5,29,6,7.5
"847",0.1,5,29,7,6
"848",0.1,5,29,8,6
"849",0.1,5,29,9,6
"850",0.1,5,29,10,6
"851",0.1,5,29,11,6
"852",0.1,5,29,12,7.5
"853",0.1,5,29,13,6
"854",0.1,5,29,14,6
"855",0.1,5,29,15,7.5
"856",0.1,5,29,16,6
"857",0.1,5,29,17,6
"858",0.1,5,29,18,6
"859",0.1,5,29,19,6
"860",0.1,5,29,20,7.5
"861",0.1,5,29,21,6
"862",0.1,5,29,22,6
"863",0.1,5,29,23,6
"864",0.1,5,29,24,6
"865",0.1,5,29,25,6
"866",0.1,5,29,26,6
"867",0.1,5,29,27,7.5
"868",0.1,5,29,28,7.5
"869",0.1,5,29,29,7.5
"870",0.1,5,29,30,6
"871",0.1,5,30,1,8.5
"872",0.1,5,30,2,7.5
"873",0.1,5,30,3,8
"874",0.1,5,30,4,7.5
"875",0.1,5,30,5,8.5
"876",0.1,5,30,6,7.7
"877",0.1,5,30,7,7
"878",0.1,5,30,8,8
"879",0.1,5,30,9,7
"880",0.1,5,30,10,7.3
"881",0.1,5,30,11,8.5
"882",0.1,5,30,12,8
"883",0.1,5,30,13,8
"884",0.1,5,30,14,8
"885",0.1,5,30,15,7.9
"886",0.1,5,30,16,7.5
"887",0.1,5,30,17,7.5
"888",0.1,5,30,18,7.4
"889",0.1,5,30,19,7.5
"890",0.1,5,30,20,7.7
"891",0.1,5,30,21,7.5
"892",0.1,5,30,22,7.7
"893",0.1,5,30,23,7.6
"894",0.1,5,30,24,7
"895",0.1,5,30,25,7.6
"896",0.1,5,30,26,7
"897",0.1,5,30,27,7
"898",0.1,5,30,28,7.5
"899",0.1,5,30,29,7.5
"900",0.1,5,30,30,8.5
"901",0.1,6,31,1,9.6
"902",0.1,6,31,2,9.6
"903",0.1,6,31,3,8.9
"904",0.1,6,31,4,10.2
"905",0.1,6,31,5,8.1
"906",0.1,6,31,6,9.5
"907",0.1,6,31,7,9.6
"908",0.1,6,31,8,9
"909",0.1,6,31,9,11.6
"910",0.1,6,31,10,5.4
"911",0.1,6,31,11,7.6
"912",0.1,6,31,12,8.1
"913",0.1,6,31,13,8.7
"914",0.1,6,31,14,9.1
"915",0.1,6,31,15,8.9
"916",0.1,6,31,16,9.1
"917",0.1,6,31,17,8.9
"918",0.1,6,31,18,9.1
"919",0.1,6,31,19,9.4
"920",0.1,6,31,20,9.7
"921",0.1,6,31,21,9.1
"922",0.1,6,31,22,8.6
"923",0.1,6,31,23,9.1
"924",0.1,6,31,24,8.5
"925",0.1,6,31,25,8.9
"926",0.1,6,31,26,9.1
"927",0.1,6,31,27,8.9
"928",0.1,6,31,28,8.7
"929",0.1,6,31,29,8.4
"930",0.1,6,31,30,9.1
"931",0.1,6,32,1,9.5
"932",0.1,6,32,2,9.8
"933",0.1,6,32,3,8.7
"934",0.1,6,32,4,8.9
"935",0.1,6,32,5,9.2
"936",0.1,6,32,6,8.9
"937",0.1,6,32,7,9.9
"938",0.1,6,32,8,8.7
"939",0.1,6,32,9,9.8
"940",0.1,6,32,10,8.8
"941",0.1,6,32,11,9.4
"942",0.1,6,32,12,8.4
"943",0.1,6,32,13,7.7
"944",0.1,6,32,14,8.8
"945",0.1,6,32,15,7.8
"946",0.1,6,32,16,8.6
"947",0.1,6,32,17,7.8
"948",0.1,6,32,18,8.2
"949",0.1,6,32,19,8
"950",0.1,6,32,20,7.5
"951",0.1,6,32,21,8.2
"952",0.1,6,32,22,7.5
"953",0.1,6,32,23,8.4
"954",0.1,6,32,24,8.5
"955",0.1,6,32,25,7.8
"956",0.1,6,32,26,8.1
"957",0.1,6,32,27,8
"958",0.1,6,32,28,7.8
"959",0.1,6,32,29,8.4
"960",0.1,6,32,30,8
"961",0.1,6,33,1,6
"962",0.1,6,33,2,8
"963",0.1,6,33,3,10
"964",0.1,6,33,4,6
"965",0.1,6,33,5,9
"966",0.1,6,33,6,7.5
"967",0.1,6,33,7,8
"968",0.1,6,33,8,10
"969",0.1,6,33,9,9
"970",0.1,6,33,10,6
"971",0.1,6,33,11,6.5
"972",0.1,6,33,12,9.5
"973",0.1,6,33,13,7
"974",0.1,6,33,14,7.5
"975",0.1,6,33,15,10
"976",0.1,6,33,16,9
"977",0.1,6,33,17,10
"978",0.1,6,33,18,10
"979",0.1,6,33,19,10
"980",0.1,6,33,20,7
"981",0.1,6,33,21,7
"982",0.1,6,33,22,10
"983",0.1,6,33,23,6
"984",0.1,6,33,24,7
"985",0.1,6,33,25,9
"986",0.1,6,33,26,8
"987",0.1,6,33,27,8
"988",0.1,6,33,28,8.9
"989",0.1,6,33,29,8.8
"990",0.1,6,33,30,8.8
"991",0.1,6,34,1,11
"992",0.1,6,34,2,11
"993",0.1,6,34,3,9
"994",0.1,6,34,4,7
"995",0.1,6,34,5,10
"996",0.1,6,34,6,8.5
"997",0.1,6,34,7,6
"998",0.1,6,34,8,7
"999",0.1,6,34,9,7
"1000",0.1,6,34,10,9
"1001",0.1,6,34,11,8
"1002",0.1,6,34,12,7.5
"1003",0.1,6,34,13,8.3
"1004",0.1,6,34,14,9.2
"1005",0.1,6,34,15,7.6
"1006",0.1,6,34,16,8.3
"1007",0.1,6,34,17,8.6
"1008",0.1,6,34,18,8.4
"1009",0.1,6,34,19,9
"1010",0.1,6,34,20,9.7
"1011",0.1,6,34,21,10.3
"1012",0.1,6,34,22,7.6
"1013",0.1,6,34,23,7.4
"1014",0.1,6,34,24,7.1
"1015",0.1,6,34,25,7.5
"1016",0.1,6,34,26,7.7
"1017",0.1,6,34,27,8
"1018",0.1,6,34,28,9
"1019",0.1,6,34,29,6.7
"1020",0.1,6,34,30,7.7
"1021",0.1,6,35,1,11.5
"1022",0.1,6,35,2,15
"1023",0.1,6,35,3,13.5
"1024",0.1,6,35,4,14
"1025",0.1,6,35,5,8
"1026",0.1,6,35,6,8
"1027",0.1,6,35,7,9
"1028",0.1,6,35,8,12
"1029",0.1,6,35,9,14
"1030",0.1,6,35,10,8
"1031",0.1,6,35,11,8
"1032",0.1,6,35,12,13
"1033",0.1,6,35,13,8
"1034",0.1,6,35,14,8
"1035",0.1,6,35,15,9
"1036",0.1,6,35,16,8
"1037",0.1,6,35,17,8
"1038",0.1,6,35,18,8
"1039",0.1,6,35,19,8
"1040",0.1,6,35,20,8
"1041",0.1,6,35,21,11
"1042",0.1,6,35,22,12
"1043",0.1,6,35,23,11
"1044",0.1,6,35,24,11
"1045",0.1,6,35,25,11
"1046",0.1,6,35,26,11
"1047",0.1,6,35,27,11
"1048",0.1,6,35,28,11
"1049",0.1,6,35,29,11
"1050",0.1,6,35,30,12
"1051",0.1,6,36,1,8
"1052",0.1,6,36,2,7.5
"1053",0.1,6,36,3,10.5
"1054",0.1,6,36,4,8
"1055",0.1,6,36,5,8
"1056",0.1,6,36,6,8
"1057",0.1,6,36,7,8
"1058",0.1,6,36,8,6
"1059",0.1,6,36,9,7.5
"1060",0.1,6,36,10,7
"1061",0.1,6,36,11,7
"1062",0.1,6,36,12,7.5
"1063",0.1,6,36,13,9
"1064",0.1,6,36,14,7
"1065",0.1,6,36,15,7
"1066",0.1,6,36,16,7.5
"1067",0.1,6,36,17,7
"1068",0.1,6,36,18,7
"1069",0.1,6,36,19,7
"1070",0.1,6,36,20,7.5
"1071",0.1,6,36,21,6.5
"1072",0.1,6,36,22,7
"1073",0.1,6,36,23,7
"1074",0.1,6,36,24,7
"1075",0.1,6,36,25,6.6
"1076",0.1,6,36,26,7
"1077",0.1,6,36,27,9
"1078",0.1,6,36,28,8
"1079",0.1,6,36,29,7.5
"1080",0.1,6,36,30,7
"1081",0.1,7,37,1,10.5
"1082",0.1,7,37,2,9.5
"1083",0.1,7,37,3,8.9
"1084",0.1,7,37,4,10.2
"1085",0.1,7,37,5,9
"1086",0.1,7,37,6,9
"1087",0.1,7,37,7,8.6
"1088",0.1,7,37,8,8.9
"1089",0.1,7,37,9,7.5
"1090",0.1,7,37,10,8.5
"1091",0.1,7,37,11,10
"1092",0.1,7,37,12,8
"1093",0.1,7,37,13,8.7
"1094",0.1,7,37,14,8.9
"1095",0.1,7,37,15,6.5
"1096",0.1,7,37,16,6.7
"1097",0.1,7,37,17,6.9
"1098",0.1,7,37,18,6.9
"1099",0.1,7,37,19,11
"1100",0.1,7,37,20,11
"1101",0.1,7,37,21,6.9
"1102",0.1,7,37,22,6.9
"1103",0.1,7,37,23,7
"1104",0.1,7,37,24,9.9
"1105",0.1,7,37,25,9
"1106",0.1,7,37,26,8
"1107",0.1,7,37,27,8.5
"1108",0.1,7,37,28,8.2
"1109",0.1,7,37,29,8.3
"1110",0.1,7,37,30,6
"1111",0.1,7,38,1,8
"1112",0.1,7,38,2,9
"1113",0.1,7,38,3,9
"1114",0.1,7,38,4,9.5
"1115",0.1,7,38,5,9.5
"1116",0.1,7,38,6,9.5
"1117",0.1,7,38,7,10.2
"1118",0.1,7,38,8,10
"1119",0.1,7,38,9,10.5
"1120",0.1,7,38,10,11
"1121",0.1,7,38,11,10.8
"1122",0.1,7,38,12,11
"1123",0.1,7,38,13,11
"1124",0.1,7,38,14,11.2
"1125",0.1,7,38,15,12
"1126",0.1,7,38,16,12
"1127",0.1,7,38,17,11.8
"1128",0.1,7,38,18,12
"1129",0.1,7,38,19,12.2
"1130",0.1,7,38,20,12
"1131",0.1,7,38,21,12.5
"1132",0.1,7,38,22,8.5
"1133",0.1,7,38,23,9
"1134",0.1,7,38,24,10.8
"1135",0.1,7,38,25,11.2
"1136",0.1,7,38,26,12
"1137",0.1,7,38,27,12.5
"1138",0.1,7,38,28,9
"1139",0.1,7,38,29,9.8
"1140",0.1,7,38,30,9
"1141",0.1,7,39,1,6
"1142",0.1,7,39,2,7
"1143",0.1,7,39,3,8
"1144",0.1,7,39,4,8
"1145",0.1,7,39,5,6
"1146",0.1,7,39,6,9
"1147",0.1,7,39,7,6
"1148",0.1,7,39,8,6.5
"1149",0.1,7,39,9,6.5
"1150",0.1,7,39,10,6.5
"1151",0.1,7,39,11,6.5
"1152",0.1,7,39,12,6.5
"1153",0.1,7,39,13,6.5
"1154",0.1,7,39,14,6.5
"1155",0.1,7,39,15,6.5
"1156",0.1,7,39,16,6.5
"1157",0.1,7,39,17,6.5
"1158",0.1,7,39,18,6.5
"1159",0.1,7,39,19,6.5
"1160",0.1,7,39,20,6.5
"1161",0.1,7,39,21,6.5
"1162",0.1,7,39,22,6.5
"1163",0.1,7,39,23,6.5
"1164",0.1,7,39,24,6.5
"1165",0.1,7,39,25,6.5
"1166",0.1,7,39,26,6.5
"1167",0.1,7,39,27,6.5
"1168",0.1,7,39,28,6.5
"1169",0.1,7,39,29,6.5
"1170",0.1,7,39,30,6.5
"1171",0.1,7,40,1,8.1
"1172",0.1,7,40,2,7
"1173",0.1,7,40,3,10.3
"1174",0.1,7,40,4,7
"1175",0.1,7,40,5,7
"1176",0.1,7,40,6,8.5
"1177",0.1,7,40,7,7.4
"1178",0.1,7,40,8,8.4
"1179",0.1,7,40,9,8.3
"1180",0.1,7,40,10,7.5
"1181",0.1,7,40,11,8.5
"1182",0.1,7,40,12,10.5
"1183",0.1,7,40,13,8.5
"1184",0.1,7,40,14,8.5
"1185",0.1,7,40,15,8.5
"1186",0.1,7,40,16,6.5
"1187",0.1,7,40,17,6.6
"1188",0.1,7,40,18,6.7
"1189",0.1,7,40,19,8.5
"1190",0.1,7,40,20,8
"1191",0.1,7,40,21,8
"1192",0.1,7,40,22,7.5
"1193",0.1,7,40,23,8.4
"1194",0.1,7,40,24,8
"1195",0.1,7,40,25,8
"1196",0.1,7,40,26,8
"1197",0.1,7,40,27,8
"1198",0.1,7,40,28,8
"1199",0.1,7,40,29,6
"1200",0.1,7,40,30,1
"1201",0.1,7,41,1,9.9
"1202",0.1,7,41,2,7.8
"1203",0.1,7,41,3,7.1
"1204",0.1,7,41,4,9.1
"1205",0.1,7,41,5,11.2
"1206",0.1,7,41,6,7.6
"1207",0.1,7,41,7,7.3
"1208",0.1,7,41,8,9.6
"1209",0.1,7,41,9,8.5
"1210",0.1,7,41,10,8.7
"1211",0.1,7,41,11,8.7
"1212",0.1,7,41,12,6.6
"1213",0.1,7,41,13,8.8
"1214",0.1,7,41,14,8.7
"1215",0.1,7,41,15,8.6
"1216",0.1,7,41,16,8.6
"1217",0.1,7,41,17,8.5
"1218",0.1,7,41,18,8.4
"1219",0.1,7,41,19,8.8
"1220",0.1,7,41,20,8.9
"1221",0.1,7,41,21,8.8
"1222",0.1,7,41,22,8.6
"1223",0.1,7,41,23,8.4
"1224",0.1,7,41,24,8.5
"1225",0.1,7,41,25,8.7
"1226",0.1,7,41,26,9
"1227",0.1,7,41,27,7.8
"1228",0.1,7,41,28,7.8
"1229",0.1,7,41,29,8.3
"1230",0.1,7,41,30,9.4
"1231",0.1,7,42,1,7
"1232",0.1,7,42,2,10.5
"1233",0.1,7,42,3,8
"1234",0.1,7,42,4,11
"1235",0.1,7,42,5,12.5
"1236",0.1,7,42,6,7.6
"1237",0.1,7,42,7,7
"1238",0.1,7,42,8,7.6
"1239",0.1,7,42,9,9
"1240",0.1,7,42,10,10
"1241",0.1,7,42,11,9.7
"1242",0.1,7,42,12,8.2
"1243",0.1,7,42,13,7.8
"1244",0.1,7,42,14,8.1
"1245",0.1,7,42,15,7.1
"1246",0.1,7,42,16,7.3
"1247",0.1,7,42,17,7.4
"1248",0.1,7,42,18,7.9
"1249",0.1,7,42,19,8.1
"1250",0.1,7,42,20,7.3
"1251",0.1,7,42,21,7.3
"1252",0.1,7,42,22,7.2
"1253",0.1,7,42,23,8.1
"1254",0.1,7,42,24,7.6
"1255",0.1,7,42,25,7.6
"1256",0.1,7,42,26,7.4
"1257",0.1,7,42,27,7.5
"1258",0.1,7,42,28,7.6
"1259",0.1,7,42,29,7.7
"1260",0.1,7,42,30,7.8
"1261",0.1,8,43,1,8.5
"1262",0.1,8,43,2,8
"1263",0.1,8,43,3,8
"1264",0.1,8,43,4,7.6
"1265",0.1,8,43,5,7
"1266",0.1,8,43,6,7.5
"1267",0.1,8,43,7,8.3
"1268",0.1,8,43,8,7.2
"1269",0.1,8,43,9,7
"1270",0.1,8,43,10,14
"1271",0.1,8,43,11,14
"1272",0.1,8,43,12,14
"1273",0.1,8,43,13,8
"1274",0.1,8,43,14,7
"1275",0.1,8,43,15,7
"1276",0.1,8,43,16,9
"1277",0.1,8,43,17,7
"1278",0.1,8,43,18,5
"1279",0.1,8,43,19,15
"1280",0.1,8,43,20,15
"1281",0.1,8,43,21,15
"1282",0.1,8,43,22,15
"1283",0.1,8,43,23,15
"1284",0.1,8,43,24,15
"1285",0.1,8,43,25,15
"1286",0.1,8,43,26,15
"1287",0.1,8,43,27,15
"1288",0.1,8,43,28,15
"1289",0.1,8,43,29,15
"1290",0.1,8,43,30,15
"1291",0.1,8,44,1,9
"1292",0.1,8,44,2,10
"1293",0.1,8,44,3,8.8
"1294",0.1,8,44,4,10.2
"1295",0.1,8,44,5,9.6
"1296",0.1,8,44,6,6.5
"1297",0.1,8,44,7,8.9
"1298",0.1,8,44,8,10.4
"1299",0.1,8,44,9,7.5
"1300",0.1,8,44,10,9
"1301",0.1,8,44,11,10
"1302",0.1,8,44,12,9.5
"1303",0.1,8,44,13,9.8
"1304",0.1,8,44,14,9
"1305",0.1,8,44,15,10
"1306",0.1,8,44,16,9.2
"1307",0.1,8,44,17,9
"1308",0.1,8,44,18,10
"1309",0.1,8,44,19,9
"1310",0.1,8,44,20,10
"1311",0.1,8,44,21,9.6
"1312",0.1,8,44,22,9
"1313",0.1,8,44,23,10
"1314",0.1,8,44,24,7.8
"1315",0.1,8,44,25,9
"1316",0.1,8,44,26,8.9
"1317",0.1,8,44,27,9.8
"1318",0.1,8,44,28,9.5
"1319",0.1,8,44,29,10
"1320",0.1,8,44,30,5
"1321",0.1,8,45,1,9.8
"1322",0.1,8,45,2,10.4
"1323",0.1,8,45,3,7.7
"1324",0.1,8,45,4,11.4
"1325",0.1,8,45,5,9.8
"1326",0.1,8,45,6,9.8
"1327",0.1,8,45,7,7.4
"1328",0.1,8,45,8,8.9
"1329",0.1,8,45,9,10
"1330",0.1,8,45,10,10
"1331",0.1,8,45,11,10
"1332",0.1,8,45,12,8.7
"1333",0.1,8,45,13,9.6
"1334",0.1,8,45,14,9.4
"1335",0.1,8,45,15,8.4
"1336",0.1,8,45,16,9
"1337",0.1,8,45,17,9.4
"1338",0.1,8,45,18,6.7
"1339",0.1,8,45,19,7.4
"1340",0.1,8,45,20,10.1
"1341",0.1,8,45,21,9.4
"1342",0.1,8,45,22,9.6
"1343",0.1,8,45,23,9.4
"1344",0.1,8,45,24,9.7
"1345",0.1,8,45,25,9.4
"1346",0.1,8,45,26,9.4
"1347",0.1,8,45,27,9.4
"1348",0.1,8,45,28,9.4
"1349",0.1,8,45,29,9.4
"1350",0.1,8,45,30,9.2
"1351",0.1,8,46,1,8.4
"1352",0.1,8,46,2,8.7
"1353",0.1,8,46,3,9.7
"1354",0.1,8,46,4,8.2
"1355",0.1,8,46,5,9.7
"1356",0.1,8,46,6,9.2
"1357",0.1,8,46,7,9.5
"1358",0.1,8,46,8,8.6
"1359",0.1,8,46,9,9.7
"1360",0.1,8,46,10,9.5
"1361",0.1,8,46,11,9.7
"1362",0.1,8,46,12,9.2
"1363",0.1,8,46,13,8.7
"1364",0.1,8,46,14,9.5
"1365",0.1,8,46,15,9.3
"1366",0.1,8,46,16,9.3
"1367",0.1,8,46,17,9.3
"1368",0.1,8,46,18,9.3
"1369",0.1,8,46,19,9.3
"1370",0.1,8,46,20,9.3
"1371",0.1,8,46,21,9.3
"1372",0.1,8,46,22,9.3
"1373",0.1,8,46,23,9.3
"1374",0.1,8,46,24,9.4
"1375",0.1,8,46,25,9.3
"1376",0.1,8,46,26,9.3
"1377",0.1,8,46,27,9.4
"1378",0.1,8,46,28,9.4
"1379",0.1,8,46,29,9.4
"1380",0.1,8,46,30,9.4
"1381",0.1,8,47,1,6
"1382",0.1,8,47,2,10.5
"1383",0.1,8,47,3,8.5
"1384",0.1,8,47,4,10
"1385",0.1,8,47,5,10.5
"1386",0.1,8,47,6,10.5
"1387",0.1,8,47,7,10.5
"1388",0.1,8,47,8,10
"1389",0.1,8,47,9,9.5
"1390",0.1,8,47,10,8
"1391",0.1,8,47,11,9
"1392",0.1,8,47,12,9.5
"1393",0.1,8,47,13,9
"1394",0.1,8,47,14,9.5
"1395",0.1,8,47,15,9
"1396",0.1,8,47,16,8.5
"1397",0.1,8,47,17,9
"1398",0.1,8,47,18,9.5
"1399",0.1,8,47,19,9
"1400",0.1,8,47,20,9
"1401",0.1,8,47,21,9
"1402",0.1,8,47,22,9.5
"1403",0.1,8,47,23,9.5
"1404",0.1,8,47,24,9.5
"1405",0.1,8,47,25,9.5
"1406",0.1,8,47,26,9
"1407",0.1,8,47,27,8.5
"1408",0.1,8,47,28,9
"1409",0.1,8,47,29,6
"1410",0.1,8,47,30,10.5
"1411",0.1,8,48,1,8.3
"1412",0.1,8,48,2,6.5
"1413",0.1,8,48,3,11.4
"1414",0.1,8,48,4,8.2
"1415",0.1,8,48,5,5.1
"1416",0.1,8,48,6,8.3
"1417",0.1,8,48,7,8.9
"1418",0.1,8,48,8,9.1
"1419",0.1,8,48,9,7.5
"1420",0.1,8,48,10,9.3
"1421",0.1,8,48,11,9.2
"1422",0.1,8,48,12,8.1
"1423",0.1,8,48,13,9.4
"1424",0.1,8,48,14,8.9
"1425",0.1,8,48,15,9.3
"1426",0.1,8,48,16,9.1
"1427",0.1,8,48,17,9.2
"1428",0.1,8,48,18,10.1
"1429",0.1,8,48,19,9.8
"1430",0.1,8,48,20,8.5
"1431",0.1,8,48,21,8.4
"1432",0.1,8,48,22,9.7
"1433",0.1,8,48,23,10.3
"1434",0.1,8,48,24,6.4
"1435",0.1,8,48,25,3.2
"1436",0.1,8,48,26,8.4
"1437",0.1,8,48,27,9.9
"1438",0.1,8,48,28,7.6
"1439",0.1,8,48,29,6.6
"1440",0.1,8,48,30,9.8
"1441",0.1,9,49,1,8.1
"1442",0.1,9,49,2,8.1
"1443",0.1,9,49,3,7.8
"1444",0.1,9,49,4,8.1
"1445",0.1,9,49,5,8.8
"1446",0.1,9,49,6,8.8
"1447",0.1,9,49,7,8.6
"1448",0.1,9,49,8,8.6
"1449",0.1,9,49,9,8
"1450",0.1,9,49,10,7.8
"1451",0.1,9,49,11,8.8
"1452",0.1,9,49,12,8.6
"1453",0.1,9,49,13,8.3
"1454",0.1,9,49,14,8.5
"1455",0.1,9,49,15,8.4
"1456",0.1,9,49,16,8.2
"1457",0.1,9,49,17,8.2
"1458",0.1,9,49,18,8.2
"1459",0.1,9,49,19,8.2
"1460",0.1,9,49,20,8.3
"1461",0.1,9,49,21,8.3
"1462",0.1,9,49,22,7
"1463",0.1,9,49,23,8
"1464",0.1,9,49,24,9.2
"1465",0.1,9,49,25,7.5
"1466",0.1,9,49,26,7.6
"1467",0.1,9,49,27,7.6
"1468",0.1,9,49,28,8.5
"1469",0.1,9,49,29,8
"1470",0.1,9,49,30,8.3
"1471",0.1,9,50,1,7
"1472",0.1,9,50,2,8.5
"1473",0.1,9,50,3,10
"1474",0.1,9,50,4,10.8
"1475",0.1,9,50,5,13.5
"1476",0.1,9,50,6,6.5
"1477",0.1,9,50,7,8.3
"1478",0.1,9,50,8,9.4
"1479",0.1,9,50,9,8
"1480",0.1,9,50,10,8.5
"1481",0.1,9,50,11,8.5
"1482",0.1,9,50,12,8.5
"1483",0.1,9,50,13,9
"1484",0.1,9,50,14,7.5
"1485",0.1,9,50,15,12
"1486",0.1,9,50,16,7.5
"1487",0.1,9,50,17,8.6
"1488",0.1,9,50,18,8.7
"1489",0.1,9,50,19,6.5
"1490",0.1,9,50,20,7
"1491",0.1,9,50,21,7.9
"1492",0.1,9,50,22,8.2
"1493",0.1,9,50,23,7.7
"1494",0.1,9,50,24,9
"1495",0.1,9,50,25,8.5
"1496",0.1,9,50,26,8.5
"1497",0.1,9,50,27,8.5
"1498",0.1,9,50,28,8.9
"1499",0.1,9,50,29,8.7
"1500",0.1,9,50,30,10
"1501",0.1,9,51,1,7.5
"1502",0.1,9,51,2,5.5
"1503",0.1,9,51,3,8
"1504",0.1,9,51,4,9
"1505",0.1,9,51,5,9
"1506",0.1,9,51,6,5
"1507",0.1,9,51,7,9.5
"1508",0.1,9,51,8,8.9
"1509",0.1,9,51,9,9.1
"1510",0.1,9,51,10,6
"1511",0.1,9,51,11,7.9
"1512",0.1,9,51,12,9.3
"1513",0.1,9,51,13,9.5
"1514",0.1,9,51,14,8.6
"1515",0.1,9,51,15,9
"1516",0.1,9,51,16,8.6
"1517",0.1,9,51,17,8.4
"1518",0.1,9,51,18,8.2
"1519",0.1,9,51,19,7.9
"1520",0.1,9,51,20,7.5
"1521",0.1,9,51,21,7.4
"1522",0.1,9,51,22,7.7
"1523",0.1,9,51,23,7.7
"1524",0.1,9,51,24,6.9
"1525",0.1,9,51,25,7.5
"1526",0.1,9,51,26,8.2
"1527",0.1,9,51,27,7.6
"1528",0.1,9,51,28,7.5
"1529",0.1,9,51,29,8.1
"1530",0.1,9,51,30,8.7
"1531",0.1,9,52,1,9.7
"1532",0.1,9,52,2,9.9
"1533",0.1,9,52,3,8.2
"1534",0.1,9,52,4,6.7
"1535",0.1,9,52,5,9.8
"1536",0.1,9,52,6,7.8
"1537",0.1,9,52,7,7.9
"1538",0.1,9,52,8,8.4
"1539",0.1,9,52,9,8.1
"1540",0.1,9,52,10,7.6
"1541",0.1,9,52,11,7.7
"1542",0.1,9,52,12,9.8
"1543",0.1,9,52,13,8.7
"1544",0.1,9,52,14,8.9
"1545",0.1,9,52,15,8.9
"1546",0.1,9,52,16,8
"1547",0.1,9,52,17,8.4
"1548",0.1,9,52,18,8
"1549",0.1,9,52,19,8.1
"1550",0.1,9,52,20,8
"1551",0.1,9,52,21,8
"1552",0.1,9,52,22,9.5
"1553",0.1,9,52,23,8
"1554",0.1,9,52,24,8
"1555",0.1,9,52,25,8
"1556",0.1,9,52,26,8
"1557",0.1,9,52,27,8
"1558",0.1,9,52,28,8.9
"1559",0.1,9,52,29,8.6
"1560",0.1,9,52,30,8.6
"1561",0.1,9,53,1,8.5
"1562",0.1,9,53,2,10.5
"1563",0.1,9,53,3,9
"1564",0.1,9,53,4,9
"1565",0.1,9,53,5,8.5
"1566",0.1,9,53,6,7
"1567",0.1,9,53,7,7.5
"1568",0.1,9,53,8,9.5
"1569",0.1,9,53,9,8.5
"1570",0.1,9,53,10,10.5
"1571",0.1,9,53,11,9.5
"1572",0.1,9,53,12,11
"1573",0.1,9,53,13,10.5
"1574",0.1,9,53,14,11
"1575",0.1,9,53,15,7.5
"1576",0.1,9,53,16,7.5
"1577",0.1,9,53,17,10.5
"1578",0.1,9,53,18,9.5
"1579",0.1,9,53,19,10.5
"1580",0.1,9,53,20,10.5
"1581",0.1,9,53,21,10
"1582",0.1,9,53,22,8
"1583",0.1,9,53,23,11
"1584",0.1,9,53,24,8
"1585",0.1,9,53,25,7.5
"1586",0.1,9,53,26,7.5
"1587",0.1,9,53,27,7.5
"1588",0.1,9,53,28,10.5
"1589",0.1,9,53,29,10.5
"1590",0.1,9,53,30,11
"1591",0.1,9,54,1,10
"1592",0.1,9,54,2,11
"1593",0.1,9,54,3,9.2
"1594",0.1,9,54,4,8
"1595",0.1,9,54,5,8.5
"1596",0.1,9,54,6,7.5
"1597",0.1,9,54,7,9.9
"1598",0.1,9,54,8,9
"1599",0.1,9,54,9,8.2
"1600",0.1,9,54,10,9.4
"1601",0.1,9,54,11,8.9
"1602",0.1,9,54,12,8.4
"1603",0.1,9,54,13,8.6
"1604",0.1,9,54,14,7.4
"1605",0.1,9,54,15,7.9
"1606",0.1,9,54,16,8.6
"1607",0.1,9,54,17,9.1
"1608",0.1,9,54,18,9.6
"1609",0.1,9,54,19,9
"1610",0.1,9,54,20,9.9
"1611",0.1,9,54,21,9.7
"1612",0.1,9,54,22,9.5
"1613",0.1,9,54,23,9.1
"1614",0.1,9,54,24,9
"1615",0.1,9,54,25,9.1
"1616",0.1,9,54,26,9
"1617",0.1,9,54,27,9.2
"1618",0.1,9,54,28,9.3
"1619",0.1,9,54,29,9.2
"1620",0.1,9,54,30,9.8
"1621",0.1,10,55,1,9
"1622",0.1,10,55,2,6
"1623",0.1,10,55,3,8
"1624",0.1,10,55,4,9
"1625",0.1,10,55,5,8
"1626",0.1,10,55,6,8.5
"1627",0.1,10,55,7,6.5
"1628",0.1,10,55,8,6.5
"1629",0.1,10,55,9,7.1
"1630",0.1,10,55,10,7
"1631",0.1,10,55,11,9
"1632",0.1,10,55,12,8.8
"1633",0.1,10,55,13,6.5
"1634",0.1,10,55,14,8
"1635",0.1,10,55,15,8
"1636",0.1,10,55,16,7.5
"1637",0.1,10,55,17,7.5
"1638",0.1,10,55,18,6.5
"1639",0.1,10,55,19,8
"1640",0.1,10,55,20,8
"1641",0.1,10,55,21,8
"1642",0.1,10,55,22,7.7
"1643",0.1,10,55,23,7.5
"1644",0.1,10,55,24,7.3
"1645",0.1,10,55,25,7.6
"1646",0.1,10,55,26,8
"1647",0.1,10,55,27,6.5
"1648",0.1,10,55,28,8.7
"1649",0.1,10,55,29,8.7
"1650",0.1,10,55,30,8.7
"1651",0.1,10,56,1,8.3
"1652",0.1,10,56,2,9.3
"1653",0.1,10,56,3,10.5
"1654",0.1,10,56,4,7
"1655",0.1,10,56,5,10.5
"1656",0.1,10,56,6,9.8
"1657",0.1,10,56,7,8.7
"1658",0.1,10,56,8,9.8
"1659",0.1,10,56,9,8
"1660",0.1,10,56,10,8.7
"1661",0.1,10,56,11,9.3
