"","share","group","subject","period","quantity"
"1662",0.1,10,56,12,8.9
"1663",0.1,10,56,13,8.6
"1664",0.1,10,56,14,7.8
"1665",0.1,10,56,15,8.8
"1666",0.1,10,56,16,8.4
"1667",0.1,10,56,17,8.7
"1668",0.1,10,56,18,8.3
"1669",0.1,10,56,19,9.5
"1670",0.1,10,56,20,8.5
"1671",0.1,10,56,21,8.4
"1672",0.1,10,56,22,7.9
"1673",0.1,10,56,23,8.6
"1674",0.1,10,56,24,8.4
"1675",0.1,10,56,25,9.1
"1676",0.1,10,56,26,8.2
"1677",0.1,10,56,27,8.7
"1678",0.1,10,56,28,9.3
"1679",0.1,10,56,29,8.4
"1680",0.1,10,56,30,7.9
"1681",0.1,10,57,1,10.5
"1682",0.1,10,57,2,10.1
"1683",0.1,10,57,3,8.2
"1684",0.1,10,57,4,9
"1685",0.1,10,57,5,6
"1686",0.1,10,57,6,7.5
"1687",0.1,10,57,7,9.9
"1688",0.1,10,57,8,8.5
"1689",0.1,10,57,9,8
"1690",0.1,10,57,10,8
"1691",0.1,10,57,11,7
"1692",0.1,10,57,12,6
"1693",0.1,10,57,13,7
"1694",0.1,10,57,14,8.5
"1695",0.1,10,57,15,8
"1696",0.1,10,57,16,8.2
"1697",0.1,10,57,17,7.8
"1698",0.1,10,57,18,6
"1699",0.1,10,57,19,6
"1700",0.1,10,57,20,7.5
"1701",0.1,10,57,21,11
"1702",0.1,10,57,22,8.2
"1703",0.1,10,57,23,7.8
"1704",0.1,10,57,24,7.7
"1705",0.1,10,57,25,8.8
"1706",0.1,10,57,26,8.4
"1707",0.1,10,57,27,7.8
"1708",0.1,10,57,28,7.8
"1709",0.1,10,57,29,6.5
"1710",0.1,10,57,30,6.3
"1711",0.1,10,58,1,10.6
"1712",0.1,10,58,2,10.5
"1713",0.1,10,58,3,10.5
"1714",0.1,10,58,4,8.6
"1715",0.1,10,58,5,10.5
"1716",0.1,10,58,6,10.3
"1717",0.1,10,58,7,10.1
"1718",0.1,10,58,8,9.8
"1719",0.1,10,58,9,10.5
"1720",0.1,10,58,10,10.5
"1721",0.1,10,58,11,6.5
"1722",0.1,10,58,12,7.5
"1723",0.1,10,58,13,8
"1724",0.1,10,58,14,9
"1725",0.1,10,58,15,8
"1726",0.1,10,58,16,8.5
"1727",0.1,10,58,17,8
"1728",0.1,10,58,18,8.2
"1729",0.1,10,58,19,8.3
"1730",0.1,10,58,20,6.7
"1731",0.1,10,58,21,7.5
"1732",0.1,10,58,22,8.2
"1733",0.1,10,58,23,7.5
"1734",0.1,10,58,24,5.5
"1735",0.1,10,58,25,8
"1736",0.1,10,58,26,8
"1737",0.1,10,58,27,7.8
"1738",0.1,10,58,28,5.8
"1739",0.1,10,58,29,5
"1740",0.1,10,58,30,8
"1741",0.1,10,59,1,8
"1742",0.1,10,59,2,7
"1743",0.1,10,59,3,10.5
"1744",0.1,10,59,4,8.5
"1745",0.1,10,59,5,7
"1746",0.1,10,59,6,9.5
"1747",0.1,10,59,7,9.5
"1748",0.1,10,59,8,6.5
"1749",0.1,10,59,9,9
"1750",0.1,10,59,10,9.6
"1751",0.1,10,59,11,9.7
"1752",0.1,10,59,12,7
"1753",0.1,10,59,13,7.5
"1754",0.1,10,59,14,8
"1755",0.1,10,59,15,8
"1756",0.1,10,59,16,9
"1757",0.1,10,59,17,8.2
"1758",0.1,10,59,18,7.5
"1759",0.1,10,59,19,7.2
"1760",0.1,10,59,20,9
"1761",0.1,10,59,21,10
"1762",0.1,10,59,22,7.7
"1763",0.1,10,59,23,9.5
"1764",0.1,10,59,24,8.5
"1765",0.1,10,59,25,8.7
"1766",0.1,10,59,26,8.9
"1767",0.1,10,59,27,8.4
"1768",0.1,10,59,28,8.3
"1769",0.1,10,59,29,8.5
"1770",0.1,10,59,30,8
"1771",0.1,10,60,1,9.5
"1772",0.1,10,60,2,8
"1773",0.1,10,60,3,9.4
"1774",0.1,10,60,4,7.8
"1775",0.1,10,60,5,10
"1776",0.1,10,60,6,8.7
"1777",0.1,10,60,7,7
"1778",0.1,10,60,8,7.4
"1779",0.1,10,60,9,6.5
"1780",0.1,10,60,10,7.4
"1781",0.1,10,60,11,7.6
"1782",0.1,10,60,12,11
"1783",0.1,10,60,13,10.5
"1784",0.1,10,60,14,7.6
"1785",0.1,10,60,15,7.4
"1786",0.1,10,60,16,8.2
"1787",0.1,10,60,17,9.8
"1788",0.1,10,60,18,7.8
"1789",0.1,10,60,19,7.3
"1790",0.1,10,60,20,7.7
"1791",0.1,10,60,21,8
"1792",0.1,10,60,22,10.4
"1793",0.1,10,60,23,9.2
"1794",0.1,10,60,24,9
"1795",0.1,10,60,25,8.2
"1796",0.1,10,60,26,7.8
"1797",0.1,10,60,27,8
"1798",0.1,10,60,28,7
"1799",0.1,10,60,29,5.5
"1800",0.1,10,60,30,9.2
"1801",0.4,11,61,1,7.9
"1802",0.4,11,61,2,7.8
"1803",0.4,11,61,3,7
"1804",0.4,11,61,4,6.2
"1805",0.4,11,61,5,9
"1806",0.4,11,61,6,5.2
"1807",0.4,11,61,7,7.5
"1808",0.4,11,61,8,6
"1809",0.4,11,61,9,5.9
"1810",0.4,11,61,10,7
"1811",0.4,11,61,11,6
"1812",0.4,11,61,12,5.9
"1813",0.4,11,61,13,5.8
"1814",0.4,11,61,14,6.4
"1815",0.4,11,61,15,6
"1816",0.4,11,61,16,6.3
"1817",0.4,11,61,17,6.7
"1818",0.4,11,61,18,6.8
"1819",0.4,11,61,19,6.4
"1820",0.4,11,61,20,6.7
"1821",0.4,11,61,21,7
"1822",0.4,11,61,22,6.5
"1823",0.4,11,61,23,6.1
"1824",0.4,11,61,24,6.6
"1825",0.4,11,61,25,6.3
"1826",0.4,11,61,26,6.8
"1827",0.4,11,61,27,6.2
"1828",0.4,11,61,28,6
"1829",0.4,11,61,29,6.1
"1830",0.4,11,61,30,6.1
"1831",0.4,11,62,1,6.6
"1832",0.4,11,62,2,5.6
"1833",0.4,11,62,3,6.6
"1834",0.4,11,62,4,5.5
"1835",0.4,11,62,5,8.6
"1836",0.4,11,62,6,8
"1837",0.4,11,62,7,6.5
"1838",0.4,11,62,8,5.8
"1839",0.4,11,62,9,5.7
"1840",0.4,11,62,10,8
"1841",0.4,11,62,11,6
"1842",0.4,11,62,12,7.5
"1843",0.4,11,62,13,7.4
"1844",0.4,11,62,14,6.8
"1845",0.4,11,62,15,6.8
"1846",0.4,11,62,16,6.8
"1847",0.4,11,62,17,6.4
"1848",0.4,11,62,18,6.6
"1849",0.4,11,62,19,8.8
"1850",0.4,11,62,20,7.8
"1851",0.4,11,62,21,6.6
"1852",0.4,11,62,22,6.7
"1853",0.4,11,62,23,6.8
"1854",0.4,11,62,24,6.4
"1855",0.4,11,62,25,6.6
"1856",0.4,11,62,26,6.7
"1857",0.4,11,62,27,6.8
"1858",0.4,11,62,28,9
"1859",0.4,11,62,29,6.7
"1860",0.4,11,62,30,6.6
"1861",0.4,11,63,1,7
"1862",0.4,11,63,2,6
"1863",0.4,11,63,3,6.2
"1864",0.4,11,63,4,6
"1865",0.4,11,63,5,5.7
"1866",0.4,11,63,6,6
"1867",0.4,11,63,7,5.5
"1868",0.4,11,63,8,6
"1869",0.4,11,63,9,6
"1870",0.4,11,63,10,6
"1871",0.4,11,63,11,7
"1872",0.4,11,63,12,6.5
"1873",0.4,11,63,13,6.7
"1874",0.4,11,63,14,6
"1875",0.4,11,63,15,6
"1876",0.4,11,63,16,6.8
"1877",0.4,11,63,17,6.5
"1878",0.4,11,63,18,7
"1879",0.4,11,63,19,6.5
"1880",0.4,11,63,20,6.3
"1881",0.4,11,63,21,7
"1882",0.4,11,63,22,6.4
"1883",0.4,11,63,23,6.7
"1884",0.4,11,63,24,7
"1885",0.4,11,63,25,6.5
"1886",0.4,11,63,26,7
"1887",0.4,11,63,27,6.5
"1888",0.4,11,63,28,7
"1889",0.4,11,63,29,6.5
"1890",0.4,11,63,30,6.5
"1891",0.4,11,64,1,7.6
"1892",0.4,11,64,2,9
"1893",0.4,11,64,3,6.6
"1894",0.4,11,64,4,8
"1895",0.4,11,64,5,11
"1896",0.4,11,64,6,7.5
"1897",0.4,11,64,7,7
"1898",0.4,11,64,8,7.5
"1899",0.4,11,64,9,8
"1900",0.4,11,64,10,6
"1901",0.4,11,64,11,7.5
"1902",0.4,11,64,12,7.5
"1903",0.4,11,64,13,6.5
"1904",0.4,11,64,14,6
"1905",0.4,11,64,15,7
"1906",0.4,11,64,16,6.8
"1907",0.4,11,64,17,7.3
"1908",0.4,11,64,18,7
"1909",0.4,11,64,19,7.2
"1910",0.4,11,64,20,6.5
"1911",0.4,11,64,21,7.2
"1912",0.4,11,64,22,6.8
"1913",0.4,11,64,23,7
"1914",0.4,11,64,24,7
"1915",0.4,11,64,25,7
"1916",0.4,11,64,26,7
"1917",0.4,11,64,27,7.3
"1918",0.4,11,64,28,7.2
"1919",0.4,11,64,29,6
"1920",0.4,11,64,30,7
"1921",0.4,11,65,1,7
"1922",0.4,11,65,2,7.5
"1923",0.4,11,65,3,7.5
"1924",0.4,11,65,4,7.5
"1925",0.4,11,65,5,7.5
"1926",0.4,11,65,6,7.5
"1927",0.4,11,65,7,7.5
"1928",0.4,11,65,8,7.5
"1929",0.4,11,65,9,7.5
"1930",0.4,11,65,10,7.5
"1931",0.4,11,65,11,8
"1932",0.4,11,65,12,7.5
"1933",0.4,11,65,13,7.5
"1934",0.4,11,65,14,7.5
"1935",0.4,11,65,15,6.5
"1936",0.4,11,65,16,6.5
"1937",0.4,11,65,17,6
"1938",0.4,11,65,18,6.7
"1939",0.4,11,65,19,7
"1940",0.4,11,65,20,6.5
"1941",0.4,11,65,21,6.7
"1942",0.4,11,65,22,7
"1943",0.4,11,65,23,7.5
"1944",0.4,11,65,24,7
"1945",0.4,11,65,25,7
"1946",0.4,11,65,26,7
"1947",0.4,11,65,27,7
"1948",0.4,11,65,28,7
"1949",0.4,11,65,29,7.5
"1950",0.4,11,65,30,7
"1951",0.4,11,66,1,5.1
"1952",0.4,11,66,2,7
"1953",0.4,11,66,3,7
"1954",0.4,11,66,4,7.1
"1955",0.4,11,66,5,7.2
"1956",0.4,11,66,6,7.3
"1957",0.4,11,66,7,7.5
"1958",0.4,11,66,8,7.6
"1959",0.4,11,66,9,7.6
"1960",0.4,11,66,10,7.6
"1961",0.4,11,66,11,7.6
"1962",0.4,11,66,12,7.6
"1963",0.4,11,66,13,7.6
"1964",0.4,11,66,14,7.6
"1965",0.4,11,66,15,7.6
"1966",0.4,11,66,16,7.6
"1967",0.4,11,66,17,7.6
"1968",0.4,11,66,18,7.6
"1969",0.4,11,66,19,7.6
"1970",0.4,11,66,20,7.6
"1971",0.4,11,66,21,7.6
"1972",0.4,11,66,22,7.6
"1973",0.4,11,66,23,7.6
"1974",0.4,11,66,24,7.6
"1975",0.4,11,66,25,7.6
"1976",0.4,11,66,26,7.6
"1977",0.4,11,66,27,7.6
"1978",0.4,11,66,28,7.6
"1979",0.4,11,66,29,7.6
"1980",0.4,11,66,30,7.6
"1981",0.4,12,67,1,7
"1982",0.4,12,67,2,9.7
"1983",0.4,12,67,3,7.4
"1984",0.4,12,67,4,8
"1985",0.4,12,67,5,6
"1986",0.4,12,67,6,7.7
"1987",0.4,12,67,7,7.3
"1988",0.4,12,67,8,7.4
"1989",0.4,12,67,9,7.5
"1990",0.4,12,67,10,7.5
"1991",0.4,12,67,11,7.5
"1992",0.4,12,67,12,7
"1993",0.4,12,67,13,9
"1994",0.4,12,67,14,7.4
"1995",0.4,12,67,15,8.5
"1996",0.4,12,67,16,8.5
"1997",0.4,12,67,17,8.3
"1998",0.4,12,67,18,8
"1999",0.4,12,67,19,8.2
"2000",0.4,12,67,20,8.3
"2001",0.4,12,67,21,8.2
"2002",0.4,12,67,22,7.8
"2003",0.4,12,67,23,7.8
"2004",0.4,12,67,24,7.8
"2005",0.4,12,67,25,7.8
"2006",0.4,12,67,26,7.8
"2007",0.4,12,67,27,7.8
"2008",0.4,12,67,28,7.8
"2009",0.4,12,67,29,7.7
"2010",0.4,12,67,30,7.9
"2011",0.4,12,68,1,4.5
"2012",0.4,12,68,2,8
"2013",0.4,12,68,3,6.3
"2014",0.4,12,68,4,10
"2015",0.4,12,68,5,7.3
"2016",0.4,12,68,6,6.3
"2017",0.4,12,68,7,4.9
"2018",0.4,12,68,8,6.7
"2019",0.4,12,68,9,6.4
"2020",0.4,12,68,10,5.9
"2021",0.4,12,68,11,8.2
"2022",0.4,12,68,12,2.8
"2023",0.4,12,68,13,7
"2024",0.4,12,68,14,6
"2025",0.4,12,68,15,3
"2026",0.4,12,68,16,7.3
"2027",0.4,12,68,17,7
"2028",0.4,12,68,18,7.4
"2029",0.4,12,68,19,6
"2030",0.4,12,68,20,8
"2031",0.4,12,68,21,4
"2032",0.4,12,68,22,3.9
"2033",0.4,12,68,23,4
"2034",0.4,12,68,24,9
"2035",0.4,12,68,25,3
"2036",0.4,12,68,26,2.8
"2037",0.4,12,68,27,5.8
"2038",0.4,12,68,28,3.4
"2039",0.4,12,68,29,5
"2040",0.4,12,68,30,4
"2041",0.4,12,69,1,7
"2042",0.4,12,69,2,8
"2043",0.4,12,69,3,10
"2044",0.4,12,69,4,7.5
"2045",0.4,12,69,5,7.7
"2046",0.4,12,69,6,7.4
"2047",0.4,12,69,7,7.7
"2048",0.4,12,69,8,7.7
"2049",0.4,12,69,9,7.7
"2050",0.4,12,69,10,7
"2051",0.4,12,69,11,6.9
"2052",0.4,12,69,12,7.3
"2053",0.4,12,69,13,7.7
"2054",0.4,12,69,14,7
"2055",0.4,12,69,15,8
"2056",0.4,12,69,16,7.9
"2057",0.4,12,69,17,7
"2058",0.4,12,69,18,4
"2059",0.4,12,69,19,3
"2060",0.4,12,69,20,10
"2061",0.4,12,69,21,6
"2062",0.4,12,69,22,6
"2063",0.4,12,69,23,6
"2064",0.4,12,69,24,6
"2065",0.4,12,69,25,6
"2066",0.4,12,69,26,7.7
"2067",0.4,12,69,27,7.7
"2068",0.4,12,69,28,7.8
"2069",0.4,12,69,29,6.7
"2070",0.4,12,69,30,8.5
"2071",0.4,12,70,1,9.5
"2072",0.4,12,70,2,7.6
"2073",0.4,12,70,3,7
"2074",0.4,12,70,4,8
"2075",0.4,12,70,5,7.4
"2076",0.4,12,70,6,7.7
"2077",0.4,12,70,7,8
"2078",0.4,12,70,8,6
"2079",0.4,12,70,9,6
"2080",0.4,12,70,10,7
"2081",0.4,12,70,11,6
"2082",0.4,12,70,12,7.5
"2083",0.4,12,70,13,7
"2084",0.4,12,70,14,6
"2085",0.4,12,70,15,6.7
"2086",0.4,12,70,16,7.5
"2087",0.4,12,70,17,7
"2088",0.4,12,70,18,7.5
"2089",0.4,12,70,19,7.5
"2090",0.4,12,70,20,6.5
"2091",0.4,12,70,21,7
"2092",0.4,12,70,22,7.5
"2093",0.4,12,70,23,6.6
"2094",0.4,12,70,24,6.3
"2095",0.4,12,70,25,6.6
"2096",0.4,12,70,26,6
"2097",0.4,12,70,27,6.7
"2098",0.4,12,70,28,6.7
"2099",0.4,12,70,29,7.3
"2100",0.4,12,70,30,6
"2101",0.4,12,71,1,7
"2102",0.4,12,71,2,8
"2103",0.4,12,71,3,7.9
"2104",0.4,12,71,4,8
"2105",0.4,12,71,5,7.9
"2106",0.4,12,71,6,8
"2107",0.4,12,71,7,8.1
"2108",0.4,12,71,8,7.5
"2109",0.4,12,71,9,7.6
"2110",0.4,12,71,10,7.7
"2111",0.4,12,71,11,7.7
"2112",0.4,12,71,12,7.6
"2113",0.4,12,71,13,7.5
"2114",0.4,12,71,14,7.4
"2115",0.4,12,71,15,7.5
"2116",0.4,12,71,16,7.4
"2117",0.4,12,71,17,7.5
"2118",0.4,12,71,18,7.6
"2119",0.4,12,71,19,7.5
"2120",0.4,12,71,20,7.6
"2121",0.4,12,71,21,7.5
"2122",0.4,12,71,22,7.6
"2123",0.4,12,71,23,7.7
"2124",0.4,12,71,24,7.6
"2125",0.4,12,71,25,7.7
"2126",0.4,12,71,26,7.8
"2127",0.4,12,71,27,7.8
"2128",0.4,12,71,28,7.8
"2129",0.4,12,71,29,7.9
"2130",0.4,12,71,30,7.8
"2131",0.4,12,72,1,7.3
"2132",0.4,12,72,2,7
"2133",0.4,12,72,3,7.2
"2134",0.4,12,72,4,7.1
"2135",0.4,12,72,5,8.6
"2136",0.4,12,72,6,8.2
"2137",0.4,12,72,7,7.2
"2138",0.4,12,72,8,7.1
"2139",0.4,12,72,9,7.1
"2140",0.4,12,72,10,7.8
"2141",0.4,12,72,11,7
"2142",0.4,12,72,12,7.5
"2143",0.4,12,72,13,7.5
"2144",0.4,12,72,14,7.4
"2145",0.4,12,72,15,7.5
"2146",0.4,12,72,16,7.5
"2147",0.4,12,72,17,7.3
"2148",0.4,12,72,18,7.3
"2149",0.4,12,72,19,7.8
"2150",0.4,12,72,20,7
"2151",0.4,12,72,21,7.3
"2152",0.4,12,72,22,8.5
"2153",0.4,12,72,23,7.4
"2154",0.4,12,72,24,7.8
"2155",0.4,12,72,25,7
"2156",0.4,12,72,26,7
"2157",0.4,12,72,27,7.3
"2158",0.4,12,72,28,7.4
"2159",0.4,12,72,29,7.6
"2160",0.4,12,72,30,7.8
"2161",0.4,13,73,1,5
"2162",0.4,13,73,2,10
"2163",0.4,13,73,3,5
"2164",0.4,13,73,4,6
"2165",0.4,13,73,5,6
"2166",0.4,13,73,6,6
"2167",0.4,13,73,7,5
"2168",0.4,13,73,8,5
"2169",0.4,13,73,9,5
"2170",0.4,13,73,10,5
"2171",0.4,13,73,11,5
"2172",0.4,13,73,12,5
"2173",0.4,13,73,13,5
"2174",0.4,13,73,14,5
"2175",0.4,13,73,15,5
"2176",0.4,13,73,16,5
"2177",0.4,13,73,17,5
"2178",0.4,13,73,18,5
"2179",0.4,13,73,19,5
"2180",0.4,13,73,20,5
"2181",0.4,13,73,21,5
"2182",0.4,13,73,22,5
"2183",0.4,13,73,23,7
"2184",0.4,13,73,24,5
"2185",0.4,13,73,25,5
"2186",0.4,13,73,26,5
"2187",0.4,13,73,27,5
"2188",0.4,13,73,28,5
"2189",0.4,13,73,29,5
"2190",0.4,13,73,30,5
"2191",0.4,13,74,1,6
"2192",0.4,13,74,2,6
"2193",0.4,13,74,3,6
"2194",0.4,13,74,4,6
"2195",0.4,13,74,5,6
"2196",0.4,13,74,6,6
"2197",0.4,13,74,7,6
"2198",0.4,13,74,8,6
"2199",0.4,13,74,9,6
"2200",0.4,13,74,10,6
"2201",0.4,13,74,11,6
"2202",0.4,13,74,12,6
"2203",0.4,13,74,13,6
"2204",0.4,13,74,14,6
"2205",0.4,13,74,15,6
"2206",0.4,13,74,16,6
"2207",0.4,13,74,17,6
"2208",0.4,13,74,18,6
"2209",0.4,13,74,19,6
"2210",0.4,13,74,20,6
"2211",0.4,13,74,21,6
"2212",0.4,13,74,22,6
"2213",0.4,13,74,23,6
"2214",0.4,13,74,24,6
"2215",0.4,13,74,25,6
"2216",0.4,13,74,26,6
"2217",0.4,13,74,27,6
"2218",0.4,13,74,28,6
"2219",0.4,13,74,29,6
"2220",0.4,13,74,30,6
"2221",0.4,13,75,1,5.1
"2222",0.4,13,75,2,7.4
"2223",0.4,13,75,3,7.4
"2224",0.4,13,75,4,7
"2225",0.4,13,75,5,8
"2226",0.4,13,75,6,7.5
"2227",0.4,13,75,7,10.9
"2228",0.4,13,75,8,7.5
"2229",0.4,13,75,9,7.5
"2230",0.4,13,75,10,7.5
"2231",0.4,13,75,11,7.5
"2232",0.4,13,75,12,7
"2233",0.4,13,75,13,8
"2234",0.4,13,75,14,7.5
"2235",0.4,13,75,15,7.5
"2236",0.4,13,75,16,7.5
"2237",0.4,13,75,17,7.5
"2238",0.4,13,75,18,7.5
"2239",0.4,13,75,19,5.5
"2240",0.4,13,75,20,5.5
"2241",0.4,13,75,21,7.5
"2242",0.4,13,75,22,7.5
"2243",0.4,13,75,23,7.5
"2244",0.4,13,75,24,8
"2245",0.4,13,75,25,8
"2246",0.4,13,75,26,8
"2247",0.4,13,75,27,7
"2248",0.4,13,75,28,7.5
"2249",0.4,13,75,29,7.5
"2250",0.4,13,75,30,7.5
"2251",0.4,13,76,1,5.5
"2252",0.4,13,76,2,8.5
"2253",0.4,13,76,3,12.5
"2254",0.4,13,76,4,6
"2255",0.4,13,76,5,4.5
"2256",0.4,13,76,6,4.5
"2257",0.4,13,76,7,8.5
"2258",0.4,13,76,8,8.5
"2259",0.4,13,76,9,7.5
"2260",0.4,13,76,10,6
"2261",0.4,13,76,11,6
"2262",0.4,13,76,12,5.5
"2263",0.4,13,76,13,6
"2264",0.4,13,76,14,6
"2265",0.4,13,76,15,6
"2266",0.4,13,76,16,5
"2267",0.4,13,76,17,6
"2268",0.4,13,76,18,5.5
"2269",0.4,13,76,19,8.5
"2270",0.4,13,76,20,7
"2271",0.4,13,76,21,6
"2272",0.4,13,76,22,6
"2273",0.4,13,76,23,8
"2274",0.4,13,76,24,4
"2275",0.4,13,76,25,6
"2276",0.4,13,76,26,9
"2277",0.4,13,76,27,9.5
"2278",0.4,13,76,28,9
"2279",0.4,13,76,29,10.5
"2280",0.4,13,76,30,6
"2281",0.4,13,77,1,8.5
"2282",0.4,13,77,2,9
"2283",0.4,13,77,3,8.5
"2284",0.4,13,77,4,7.5
"2285",0.4,13,77,5,8
"2286",0.4,13,77,6,8
"2287",0.4,13,77,7,8
"2288",0.4,13,77,8,6
"2289",0.4,13,77,9,6
"2290",0.4,13,77,10,6
"2291",0.4,13,77,11,6
"2292",0.4,13,77,12,6
"2293",0.4,13,77,13,6
"2294",0.4,13,77,14,6.5
"2295",0.4,13,77,15,8.5
"2296",0.4,13,77,16,7
"2297",0.4,13,77,17,6
"2298",0.4,13,77,18,6.5
"2299",0.4,13,77,19,6.9
"2300",0.4,13,77,20,7.2
"2301",0.4,13,77,21,6
"2302",0.4,13,77,22,6
"2303",0.4,13,77,23,6
"2304",0.4,13,77,24,6
"2305",0.4,13,77,25,6.5
"2306",0.4,13,77,26,7.7
"2307",0.4,13,77,27,7.7
"2308",0.4,13,77,28,7.7
"2309",0.4,13,77,29,7.8
"2310",0.4,13,77,30,7.7
"2311",0.4,13,78,1,6.8
"2312",0.4,13,78,2,5.5
"2313",0.4,13,78,3,7.5
"2314",0.4,13,78,4,5
"2315",0.4,13,78,5,7
"2316",0.4,13,78,6,6.5
"2317",0.4,13,78,7,6.3
"2318",0.4,13,78,8,6
"2319",0.4,13,78,9,7.5
"2320",0.4,13,78,10,5.5
"2321",0.4,13,78,11,6.3
"2322",0.4,13,78,12,8
"2323",0.4,13,78,13,7
"2324",0.4,13,78,14,7.5
"2325",0.4,13,78,15,7.8
"2326",0.4,13,78,16,6.8
"2327",0.4,13,78,17,6.3
"2328",0.4,13,78,18,6
"2329",0.4,13,78,19,6
"2330",0.4,13,78,20,6.5
"2331",0.4,13,78,21,6
"2332",0.4,13,78,22,8
"2333",0.4,13,78,23,7.2
"2334",0.4,13,78,24,7.4
"2335",0.4,13,78,25,7.7
"2336",0.4,13,78,26,5.8
"2337",0.4,13,78,27,6.9
"2338",0.4,13,78,28,7.3
"2339",0.4,13,78,29,6.8
"2340",0.4,13,78,30,9.5
"2341",0.4,14,79,1,5.5
"2342",0.4,14,79,2,6
"2343",0.4,14,79,3,9.5
"2344",0.4,14,79,4,7
"2345",0.4,14,79,5,5
"2346",0.4,14,79,6,4.5
"2347",0.4,14,79,7,4
"2348",0.4,14,79,8,8
"2349",0.4,14,79,9,3.5
"2350",0.4,14,79,10,3
"2351",0.4,14,79,11,7
"2352",0.4,14,79,12,5.5
"2353",0.4,14,79,13,8
"2354",0.4,14,79,14,8
"2355",0.4,14,79,15,8
"2356",0.4,14,79,16,7.5
"2357",0.4,14,79,17,6
"2358",0.4,14,79,18,6.5
"2359",0.4,14,79,19,5
"2360",0.4,14,79,20,4.5
"2361",0.4,14,79,21,7.5
"2362",0.4,14,79,22,7.5
"2363",0.4,14,79,23,6.9
"2364",0.4,14,79,24,7.1
"2365",0.4,14,79,25,6.7
"2366",0.4,14,79,26,6.1
"2367",0.4,14,79,27,6.4
"2368",0.4,14,79,28,5.8
"2369",0.4,14,79,29,5.6
"2370",0.4,14,79,30,8
"2371",0.4,14,80,1,5
"2372",0.4,14,80,2,5.5
"2373",0.4,14,80,3,4.5
"2374",0.4,14,80,4,5.5
"2375",0.4,14,80,5,5
"2376",0.4,14,80,6,6
"2377",0.4,14,80,7,6
"2378",0.4,14,80,8,6
"2379",0.4,14,80,9,7
"2380",0.4,14,80,10,7
"2381",0.4,14,80,11,7
"2382",0.4,14,80,12,6
"2383",0.4,14,80,13,5.5
"2384",0.4,14,80,14,5.5
"2385",0.4,14,80,15,5.5
"2386",0.4,14,80,16,5.5
"2387",0.4,14,80,17,5.5
"2388",0.4,14,80,18,5.5
"2389",0.4,14,80,19,5.5
"2390",0.4,14,80,20,5.5
"2391",0.4,14,80,21,5.5
"2392",0.4,14,80,22,5.5
"2393",0.4,14,80,23,5.5
"2394",0.4,14,80,24,5.5
"2395",0.4,14,80,25,5.5
"2396",0.4,14,80,26,5.5
"2397",0.4,14,80,27,5.5
"2398",0.4,14,80,28,5.5
"2399",0.4,14,80,29,5.5
"2400",0.4,14,80,30,5.5
"2401",0.4,14,81,1,9
"2402",0.4,14,81,2,9
"2403",0.4,14,81,3,9
"2404",0.4,14,81,4,9
"2405",0.4,14,81,5,9
"2406",0.4,14,81,6,9
"2407",0.4,14,81,7,9
"2408",0.4,14,81,8,9
"2409",0.4,14,81,9,9
"2410",0.4,14,81,10,9
"2411",0.4,14,81,11,9
"2412",0.4,14,81,12,9
"2413",0.4,14,81,13,9
"2414",0.4,14,81,14,8
"2415",0.4,14,81,15,9
"2416",0.4,14,81,16,9
"2417",0.4,14,81,17,9
"2418",0.4,14,81,18,9
"2419",0.4,14,81,19,9
"2420",0.4,14,81,20,9
"2421",0.4,14,81,21,9
"2422",0.4,14,81,22,9
"2423",0.4,14,81,23,9
"2424",0.4,14,81,24,9
"2425",0.4,14,81,25,9
"2426",0.4,14,81,26,9
"2427",0.4,14,81,27,9
"2428",0.4,14,81,28,9
"2429",0.4,14,81,29,9
"2430",0.4,14,81,30,9
"2431",0.4,14,82,1,8.5
"2432",0.4,14,82,2,8.5
"2433",0.4,14,82,3,8.5
"2434",0.4,14,82,4,8.5
"2435",0.4,14,82,5,8.5
"2436",0.4,14,82,6,8.5
"2437",0.4,14,82,7,8.5
"2438",0.4,14,82,8,8.5
"2439",0.4,14,82,9,8.5
"2440",0.4,14,82,10,8.5
"2441",0.4,14,82,11,8.5
"2442",0.4,14,82,12,8.5
"2443",0.4,14,82,13,8.5
"2444",0.4,14,82,14,8.5
"2445",0.4,14,82,15,8.5
"2446",0.4,14,82,16,8.5
"2447",0.4,14,82,17,8.5
"2448",0.4,14,82,18,8.5
"2449",0.4,14,82,19,8.5
"2450",0.4,14,82,20,8.5
"2451",0.4,14,82,21,8.5
"2452",0.4,14,82,22,8.5
"2453",0.4,14,82,23,8.5
"2454",0.4,14,82,24,8.5
"2455",0.4,14,82,25,8.5
"2456",0.4,14,82,26,8.5
"2457",0.4,14,82,27,8.5
"2458",0.4,14,82,28,8.5
"2459",0.4,14,82,29,8.5
"2460",0.4,14,82,30,8.5
"2461",0.4,14,83,1,8
"2462",0.4,14,83,2,8
"2463",0.4,14,83,3,7
"2464",0.4,14,83,4,7
"2465",0.4,14,83,5,9
"2466",0.4,14,83,6,6.5
"2467",0.4,14,83,7,7
"2468",0.4,14,83,8,8.5
"2469",0.4,14,83,9,6.5
"2470",0.4,14,83,10,7
"2471",0.4,14,83,11,7
"2472",0.4,14,83,12,7.5
"2473",0.4,14,83,13,7.5
